Parcel ID,LUC ,Prior Year Due,Column 1,Column 2,Column 3
Q6511039000011,510,2569.69,,,
Q6542074000085,510,2565.32,,,
P6600152000002,510,2564.73,,,
P6412205000079,510,2563.06,,,
F2620057000040,465,2556.94,,,
Q6542031000242,430,2556.05,,,
P6411126000002,510,2555.15,,,
A0700203000125,550,2554.64,,,
B1500040000015,510,2554.08,,,
Q6511037000017,510,2551.25,,,
Q6521031000002,510,2551.21,,,
K4700034000009,447,2550.43,,,
M5620165000053,510,2550.21,,,
D2020184000054,510,2548.01,,,
P6461047000030,510,2542.71,,,
P6412110000035,510,2539.98,,,
P6431023000019,500,2539.5,,,
G3210030300038,511,2538.09,,,
A0700046000020,510,2536.74,,,
P6431034000016,510,2536.17,,,
C1800009320093,510,2535.98,,,
P6451017000003,500,2535.85,,,
P6411039000042,510,2534.18,,,
L5300008000012,510,2532.27,,,
A0700215000034,401,2532.07,,,
A0700217000217,550,2532,,,
M5620310000021,510,2530.52,,,
Q6542118000040,510,2530.13,,,
R8000016000007,510,2529.56,,,
A0700174000062,550,2528.23,,,
M5620051000088,500,2525.96,,,
M5620167000114,550,2524.92,,,
Q6542044000100,510,2522.06,,,
Q6542031000227,510,2521.61,,,
P6411150000002,510,2520.85,,,
Q6532020000095,510,2518.73,,,
P6431051000057,510,2516.35,,,
P6412166000021,447,2516.14,,,
F2610007000079,111,2515.76,,,
M5620168000014,550,2515.56,,,
Q6521007000071,510,2514.15,,,
H4000006000185,520,2510.68,,,
A0300103000034,510,2510.13,,,
Q6532006000006,452,2507.84,,,
R8000029000015,510,2505.28,,,
A0700247000020,510,2504.27,,,
P6411016000008,510,2503.82,,,
K4620054000012,510,2503.27,,,
R8000026000004,510,2502.89,,,
P6412160000046,510,2502.37,,,
P6462020000069,510,2500.08,,,
P6431035000011,510,2497.85,,,
Q6542042000070,510,2495.89,,,
M5620125000057,510,2495.66,,,
A0700208000181,550,2493.34,,,
Q6511059000029,510,2491.91,,,
Q6542031000096,510,2489.99,,,
L5300004000017,530,2489.56,,,
Q6541004000054,510,2487.61,,,
M7500337000010,510,2487.27,,,
C1720084000057,511,2484.58,,,
A0300016000035,510,2481.82,,,
P6451013000089,520,2480.6,,,
E2210021000068,454,2477.72,,,
P6451045000015,510,2477.65,,,
C1800008430039,510,2476.46,,,
Q6542046000045,510,2475.86,,,
Q6532034000062,510,2475.22,,,
P6412204000031,510,2472.3,,,
Q6542044000133,510,2470.51,,,
Q6542046000066,510,2467.89,,,
Q6542099000011,480,2466.76,,,
Q6542115000038,530,2466.35,,,
B1310031000056,111,2466.21,,,
Q6511020000028,510,2465.76,,,
Q6531066000096,510,2465.62,,,
G3210012100024,511,2464.68,,,
Q6511038000089,510,2464.33,,,
P6462018000062,510,2464.31,,,
M5620168000226,550,2464.09,,,
P6451023000008,510,2461.37,,,
Q6532013000034,510,2457.74,,,
J4320052000002,510,2457.7,,,
A0700177000038,510,2455.85,,,
Q6511037000115,510,2452.03,,,
Q6541006000192,510,2451.86,,,
A0700039000076,520,2449.82,,,
A0700146000001,510,2449.48,,,
A0300041000097,510,2446.48,,,
P6451006000073,510,2446.35,,,
H4100122000083,510,2445.18,,,
Q6511033000005,510,2444.06,,,
P6411103000003,510,2443.97,,,
D2010005000035,511,2442.62,,,
D2020039000015,510,2441.59,,,
P6411039000022,510,2441.45,,,
P6431028000010,510,2439.48,,,
Q6532024000017,510,2438.59,,,
P6451011000065,510,2437.92,,,
P6431055000046,510,2437.2,,,
A0700189000039,510,2434.96,,,
P6462004000324,510,2434.23,,,
C1720086000020,452,2434.21,,,
C1720079000084,510,2431.63,,,
C1730076000199,510,2430.7,,,
M5620361000121,550,2429.62,,,
A0300125000027,510,2429.56,,,
K4610032000051,480,2429.56,,,
Q6541008000024,510,2425.79,,,
Q6542049000055,520,2425.57,,,
D2020103000001,510,2424.91,,,
D2020111000045,510,2424.74,,,
Q6542090000034,550,2422.98,,,
A0700203000091,550,2421.38,,,
L5020062000123,510,2420.87,,,
Q6542071000063,510,2414.94,,,
E2210034000036,101,2413.02,,,
P6412175000012,510,2412.37,,,
Q6511007000015,447,2411.89,,,
P6462019000006,510,2410.49,,,
Q6521035000045,510,2410.39,,,
P6441007000017,510,2408.85,,,
P6421007000067,429,2407.84,,,
D2020130000019,510,2406.84,,,
G3210031000004,513,2406.28,,,
A0300108000049,510,2405.27,,,
D2020199000013,510,2404.07,,,
P6412041000034,510,2403.67,,,
P6412172000013,510,2402.81,,,
M5620168000005,550,2401.84,,,
A0700127000118,510,2401.61,,,
Q6511005000016,499,2401.43,,,
A0700130000126,550,2399.86,,,
Q6541004000093,510,2396.12,,,
L4920057000015,510,2395.92,,,
H4000007000067,510,2395.79,,,
P6451039000053,510,2395.09,,,
Q6542044000091,510,2394.35,,,
F2610021000025,511,2393,,,
P6441037000045,429,2390.13,,,
Q6542033000029,510,2389.64,,,
P6461004000026,510,2387.87,,,
L4910017000014,511,2387.66,,,
P6421021000031,510,2387.46,,,
P6411028000040,510,2385.39,,,
M5610026000046,400,2384.86,,,
P6461045000034,510,2382.38,,,
Q6521009000102,510,2382.34,,,
N6110001000003,511,2381.88,,,
D2020141000001,510,2381.71,,,
L5300004000036,510,2381.21,,,
Q6541001000044,510,2381.06,,,
M5610032000028,400,2380.57,,,
Q6511023000089,510,2375.19,,,
M5620095000020,510,2373.07,,,
Q6541005000155,510,2372.1,,,
Q6521035000016,510,2371.1,,,
P6421014000015,510,2370.47,,,
D2020298000031,510,2368.81,,,
D2020041000037,510,2367.02,,,
F2610013000015,511,2366.99,,,
M5620192000012,510,2365.46,,,
H4100106000106,510,2363.64,,,
P6421010000054,510,2362.83,,,
N6110014000029,511,2361.52,,,
P6431051000006,510,2361.51,,,
Q6542107000006,510,2358.87,,,
A0700236000066,510,2356.86,,,
R8000010000078,510,2356.51,,,
P6412028000042,510,2355.21,,,
L5220060000039,510,2354.43,,,
A0700121000044,510,2352.72,,,
A0300095000002,510,2350.78,,,
Q6521003000014,520,2350.76,,,
E2220088000003,510,2350,,,
P6411062000008,510,2349.15,,,
M5620444000027,510,2348.78,,,
H4100023000032,510,2348.68,,,
Q6542117000004,510,2347.43,,,
M5620184000083,510,2346.98,,,
C1800005120012,510,2346.74,,,
Q6521002000040,510,2346.15,,,
P6441024000024,510,2345.03,,,
P6441037000108,510,2341.92,,,
P6451018000020,510,2339.9,,,
P6431041000027,510,2337.39,,,
Q6511040000047,510,2333.02,,,
P6411151000035,510,2332.81,,,
E2220139000003,510,2331.61,,,
Q6541004000140,510,2330.76,,,
R8000044000119,510,2330.63,,,
Q6542119000052,425,2329.77,,,
E2210027000027,511,2329.47,,,
Q6542071000025,510,2329.4,,,
P6412031000102,510,2326.98,,,
Q6541006000155,510,2326.89,,,
E2220057000007,510,2324.91,,,
Q6532026000069,510,2324.66,,,
Q6542104000034,599,2323.68,,,
P6462005000061,510,2322.83,,,
P6462011000109,510,2322.7,,,
Q6521021000045,510,2319.78,,,
P6461033000043,510,2317.24,,,
A0700040000014,510,2316.43,,,
Q6511035000007,420,2316.06,,,
L5300002000039,430,2315.26,,,
B1010027000017,511,2315.14,,,
A0700055000021,511,2313.73,,,
A0300052000007,510,2313.38,,,
Q6511037000079,510,2312.73,,,
Q6542054000074,510,2311.54,,,
Q6531083000019,510,2311.25,,,
A0300082000083,510,2305.85,,,
A0700161000091,510,2305.8,,,
A0700140000023,456,2305.29,,,
P6451044000086,510,2305.27,,,
C1800013330099,510,2301.51,,,
Q6542102000078,510,2300.66,,,
P6441013000026,420,2297.31,,,
Q6511038000109,510,2296.9,,,
N6110003000050,101,2294.55,,,
H4000023000013,510,2294.46,,,
E2210017000007,511,2292.77,,,
J4310021000013,511,2290.02,,,
A0700006000149,300,2288.41,,,
D2020107000076,510,2287.58,,,
A0700141000110,550,2282.7,,,
Q6542039000062,520,2281.97,,,
P6411107000009,510,2279.15,,,
P6412010000031,510,2279.02,,,
Q6541021000028,510,2276.82,,,
E2220050000047,510,2276.79,,,
D2020219000016,510,2274.29,,,
M7500358000062,550,2270.86,,,
A0700203000149,550,2270.85,,,
Q6541011000048,510,2270.18,,,
P6451010000045,430,2270.03,,,
M5620169000050,510,2270,,,
P6461040000015,510,2269.29,,,
H4000006000063,419,2269.02,,,
F2900064000038,510,2268.74,,,
Q6532019000012,510,2267.67,,,
A0700173000078,450,2267.12,,,
L4920057000146,510,2266.44,,,
D2020236000044,510,2266.2,,,
J4310023000027,511,2265.13,,,
Q6542104000084,510,2263.94,,,
D2020138000056,510,2260.78,,,
G3210011000003,511,2257.9,,,
P6441032000026,510,2256.13,,,
Q6511046000012,480,2254.25,,,
P6421020000010,510,2253.55,,,
M5620119000011,510,2251.91,,,
M5620066000053,510,2251.67,,,
P6431029000009,510,2250.93,,,
P6411015000105,510,2249.04,,,
N6110013000008,111,2248.26,,,
Q6541003000085,510,2247.08,,,
G3210020000009,111,2245.69,,,
P6431014000002,510,2244.98,,,
B1220130000071,510,2244.86,,,
C1800019330007,510,2244.23,,,
D2020162000051,510,2243.79,,,
M5620390000080,550,2243.25,,,
M5620107000015,510,2241.54,,,
P6451045000081,510,2236.57,,,
A0700035000114,510,2235.66,,,
D2020140000003,510,2234.57,,,
P6421004000029,447,2233.9,,,
P6462018000145,454,2231.1,,,
M5620127000009,510,2229.96,,,
M5620153000026,510,2229.44,,,
L5020063000034,510,2228.04,,,
Q6541004000078,510,2227.62,,,
M5620149000065,550,2226.59,,,
D2020196000034,510,2226.01,,,
P6412103000002,455,2223.84,,,
P6412012000024,510,2222.29,,,
Q6542045000071,520,2222.22,,,
D2010024000035,511,2220.87,,,
Q6542044000061,510,2220.42,,,
K4700035000008,510,2220.39,,,
K4620065000040,510,2218.29,,,
P6441034000008,500,2217.98,,,
E2210042000032,111,2217.57,,,
A0300140000050,510,2216.69,,,
Q6532020000080,510,2216.37,,,
M5620178000031,510,2216.35,,,
Q6542037000075,510,2215.83,,,
C1730076000025,510,2215.17,,,
P6412169000033,520,2207.37,,,
Q6521035000078,401,2206.33,,,
A0700087000041,480,2205.05,,,
D2020084000078,510,2204.06,,,
E2220049000059,510,2204.06,,,
D2020167000043,510,2203.78,,,
Q6511023000001,510,2203.24,,,
P6412034000022,510,2203.21,,,
G3210014200009,101,2202.02,,,
P6412014000043,510,2201.29,,,
A0700016000066,400,2200.74,,,
P6461039000015,520,2200.32,,,
M5620157000036,510,2200,,,
M5810026000067,370,2200,,,
P6462003000056,510,2200,,,
P6441030000020,520,2199.78,,,
P6411032000006,510,2199.68,,,
Q6532009000043,500,2198.81,,,
A0300105000044,510,2198.31,,,
A0700166000021,510,2197.21,,,
Q6542031000073,520,2196.85,,,
P6421006000004,530,2195.82,,,
Q6511034000062,510,2194.94,,,
Q6542054000097,510,2193.49,,,
A0300165000116,510,2192.34,,,
C1800008410042,510,2191.61,,,
B1010010000032,511,2191.34,,,
Q6542049000049,510,2191.28,,,
C1800013130062,510,2191.27,,,
P6462003000026,510,2190.34,,,
Q6542114000054,510,2189.88,,,
Q6521006000069,510,2189.61,,,
K4630058000084,429,2189.38,,,
P6411012000006,510,2188.47,,,
Q6541029000063,510,2186.48,,,
P6412159000036,510,2186.16,,,
M5620098000035,510,2185.28,,,
Q6542049000130,510,2184.96,,,
P6461017000049,510,2183.05,,,
P6412028000130,510,2182.09,,,
C1800008340087,510,2177.35,,,
Q6521012000017,510,2177.21,,,
Q6542064000024,510,2176.11,,,
P6412139000009,500,2175.86,,,
P6441025000013,510,2174.83,,,
H4100126000020,510,2174.44,,,
Q6521038000042,510,2174.2,,,
D2020084000073,510,2172.96,,,
M5610024000104,425,2172.88,,,
H4100124000003,510,2169.97,,,
Q6541006000165,510,2168.17,,,
Q6531047000110,510,2167.44,,,
M5620310000018,510,2165.57,,,
B1010022000040,511,2165.19,,,
R8000011000049,510,2164.98,,,
M5620058000038,510,2164.18,,,
Q6511035000087,510,2162.44,,,
P6461027000001,430,2159,,,
C1720083000007,500,2158,,,
M5620156000052,510,2157.66,,,
C1800012310003,510,2157.25,,,
P6451044000044,510,2155.59,,,
M5620085000016,510,2154.75,,,
Q6532004000028,400,2154.03,,,
P6441034000073,500,2152.85,,,
E2210024000053,511,2152.24,,,
Q6532016000003,510,2150.5,,,
Q6541006000080,510,2150.17,,,
A0700051000049,510,2149.97,,,
Q6542073000022,510,2149.14,,,
N6120040000005,510,2148.35,,,
D2010006000051,599,2146.03,,,
R8000006000002,510,2145.85,,,
P6462008000099,510,2141.9,,,
A0700210000052,510,2141.34,,,
P6441054000026,510,2141.1,,,
M5620173000038,510,2138.11,,,
G3300032400008,511,2137.97,,,
A0300042000111,510,2136.01,,,
Q6541008000037,510,2135.68,,,
B1010027000001,511,2135.43,,,
P6431025000049,510,2130.26,,,
A0300139000010,510,2127.52,,,
A0300095000053,510,2127.49,,,
M5620211000021,510,2127.3,,,
L5300004000182,560,2125.57,,,
Q6521010000024,510,2122.28,,,
P6451046000011,510,2121.98,,,
Q6542066000096,510,2118.62,,,
M5620313000041,550,2118.11,,,
M5620251000256,510,2116.9,,,
L5210014000028,511,2115.73,,,
A0700208000062,510,2115.08,,,
P6441031000031,510,2114.64,,,
A0700103000002,350,2113.9,,,
P6461043000009,455,2113.17,,,
P6461037000002,510,2110.22,,,
P6412010000059,500,2107.26,,,
Q6542102000084,510,2107.21,,,
A0300106000004,510,2106.69,,,
Q6542051000130,680,2106.17,,,
P6412166000001,510,2105.96,,,
J4310032000016,111,2103.7,,,
Q6521007000120,510,2103.35,,,
P6412013000057,510,2103.15,,,
A0700035000101,510,2102.47,,,
Q6541004000136,500,2100.53,,,
P6412018000037,500,2099.4,,,
L4920051000092,510,2098.44,,,
P6431026000043,510,2097.11,,,
A0300050000009,510,2096.58,,,
A0300129000372,550,2095.07,,,
P6411009000034,401,2094.77,,,
P6441053000011,510,2094.48,,,
P6451037000030,510,2093.14,,,
P6431049000006,510,2089.08,,,
P6412020000033,510,2087.68,,,
E2210025000031,511,2086.64,,,
Q6542073000056,510,2086.48,,,
M5620227000027,510,2086.03,,,
Q6532017000014,510,2084.5,,,
Q6511032000065,510,2084.37,,,
K4630065000087,510,2083.33,,,
J4310025000008,560,2082.08,,,
Q6541003000010,456,2082.06,,,
A0700226000001,510,2081.48,,,
Q6542031000174,510,2080.39,,,
P6421013000033,510,2078.64,,,
J4310021000032,112,2078.58,,,
P6451014000088,500,2074.55,,,
Q6521031000022,510,2073.37,,,
Q6532017000018,510,2073.29,,,
R8000072000013,510,2072.28,,,
P6421014000014,500,2069.37,,,
P6461053000009,510,2067.8,,,
N6110011000008,511,2067.25,,,
M5620251000273,510,2065.89,,,
P6461026000031,510,2063.76,,,
R8000007000023,510,2063.64,,,
Q6532020000120,510,2063.43,,,
M5620108000015,510,2062.91,,,
M5620168000124,550,2061.39,,,
P6411026000062,510,2061.33,,,
R8000006000196,420,2060.64,,,
B1320116000070,510,2059.54,,,
M5620150000030,510,2058.98,,,
P6431014000018,350,2056.64,,,
Q6542075000061,510,2053.45,,,
R8000039000114,510,2051.54,,,
Q6542116000103,510,2050.02,,,
M5620189000051,510,2049.46,,,
N6200048000033,510,2049.35,,,
E2220083000033,510,2048.81,,,
P6461004000015,510,2047.55,,,
C1720084000078,510,2046.79,,,
A0700128000081,510,2046.21,,,
A0700234000009,510,2045.6,,,
H4100007000054,510,2045.47,,,
A0700168000010,450,2044.08,,,
P6462015000021,510,2042.44,,,
A0700016000032,400,2042.08,,,
P6412010000097,510,2041.18,,,
H3610031000008,521,2040.06,,,
D2020098000063,510,2038.88,,,
Q6541014000022,510,2036.83,,,
Q6542073000075,510,2036.77,,,
D2020093000019,510,2035.41,,,
P6441054000027,510,2034.14,,,
M5620162000090,510,2033.33,,,
H4100115000013,429,2032.59,,,
L4920051000144,510,2030.81,,,
A0300136000018,510,2029.63,,,
Q6542114000006,510,2027.13,,,
Q6541006000247,510,2024.83,,,
C1800003440008,510,2024.18,,,
Q6532024000052,510,2023.85,,,
H4100125000045,510,2023.49,,,
H4100026000001,510,2021.35,,,
Q6531060000097,510,2020.63,,,
A0700169000072,510,2020.56,,,
P6451038000050,510,2019.14,,,
P6451045000012,510,2017.69,,,
G3210036100005,499,2017.1,,,
Q6521006000094,510,2016.51,,,
P6411034000015,510,2014.36,,,
H4000007000007,520,2014.08,,,
A0300049000031,510,2013.31,,,
A0300094000069,510,2013.16,,,
Q6521010000080,510,2012.79,,,
P6451021000040,510,2012.13,,,
Q6532027000044,510,2011.75,,,
P6421020000055,500,2010.15,,,
P6462012000141,510,2009.09,,,
P6411027000044,510,2008.4,,,
P6412012000014,510,2008.36,,,
P6451017000055,510,2006.32,,,
Q6542031000284,510,2006.15,,,
P6441036000011,510,2006.11,,,
Q6542047000061,510,2005.19,,,
A0700111000121,510,2005.12,,,
M5620163000022,510,2004.65,,,
Q6542031000274,510,2004.3,,,
Q6542031000061,510,2003.02,,,
M5620140000009,510,2002.71,,,
P6411048000080,510,2002.26,,,
A0300086000026,510,2000.01,,,
P6411064000002,510,2000,,,
P6441028000113,510,1999.61,,,
P6412013000065,510,1999.58,,,
Q6542039000177,510,1997.12,,,
H3510007000014,501,1996.42,,,
B1320108000044,510,1996.05,,,
L5020062000093,510,1995.87,,,
P6412102000103,530,1993.81,,,
Q6542038000018,510,1992.53,,,
Q6542098000050,510,1992.32,,,
Q6521027000051,510,1991.78,,,
C1800008140100,510,1991.22,,,
M5620069000022,510,1990.16,,,
Q6542102000030,510,1988.63,,,
G3210006000005,111,1988.61,,,
P6462009000234,510,1987.86,,,
A0300110000013,510,1987.66,,,
P6451036000006,510,1987.65,,,
A0700191000136,550,1987.59,,,
A0700107000066,510,1986.85,,,
Q6532029000050,520,1986,,,
P6441048000008,510,1983.53,,,
Q6542031000102,500,1982.74,,,
Q6521019000013,500,1982.31,,,
Q6542039000248,510,1982.17,,,
J4310004000015,511,1980.85,,,
Q6542080000069,510,1980.77,,,
A0700078000023,510,1980.2,,,
N5910028000002,111,1979.98,,,
Q6511058000041,510,1979.64,,,
L5300011000026,510,1978.4,,,
B1220092000001,510,1977.62,,,
P6451036000055,510,1976.92,,,
A0700098000033,520,1976.82,,,
Q6542065000015,510,1974.54,,,
A0700148000117,510,1974.48,,,
E2220119000002,510,1974.2,,,
Q6542039000168,510,1973.13,,,
Q6542030000110,401,1969.65,,,
P6431023000012,510,1969.58,,,
K4620070000003,510,1968.84,,,
M5620174000045,510,1966.33,,,
P6462018000123,401,1964.77,,,
M5610013000032,429,1962.57,,,
A0300016000024,510,1962.29,,,
N6120066000001,510,1961.38,,,
Q6541021000087,510,1961.17,,,
Q6532020000106,510,1961.08,,,
M5620169000024,510,1958.67,,,
P6451003000060,510,1958.33,,,
Q6541008000157,510,1958.21,,,
Q6541018000090,510,1958.21,,,
P6431024000024,510,1958.16,,,
Q6521036000046,510,1955.07,,,
P6412014000046,510,1954.17,,,
Q6541020000058,510,1953.27,,,
R8000006000098,510,1952.67,,,
Q6542042000014,510,1946.45,,,
J4310008000021,112,1942.7,,,
P6431008000082,499,1941.84,,,
Q6511034000181,421,1941.26,,,
A0700203000181,550,1940.41,,,
Q6521033000006,510,1938.53,,,
G3210021240002,560,1937.82,,,
A0700025000010,510,1934.25,,,
Q6542085000021,320,1933.02,,,
Q6511024000053,510,1932.79,,,
A0300042000057,510,1932.09,,,
A0300125000004,510,1932,,,
D2020084000002,510,1931.94,,,
P6461045000063,340,1930.94,,,
Q6542097000075,510,1930.77,,,
A0700036000057,450,1928.97,,,
A0700115000047,510,1928.39,,,
P6412174000022,500,1928.34,,,
P6451041000003,510,1927.3,,,
D2010010000012,501,1924.96,,,
H4100007000222,510,1924.32,,,
Q6542030000026,510,1923.96,,,
P6461029000024,435,1922.92,,,
P6431026000003,510,1920.88,,,
N6110022000009,111,1919.87,,,
M5620093000050,510,1918.11,,,
A0700039000087,520,1917.97,,,
M5620149000081,550,1917.37,,,
L5300007000036,560,1916.41,,,
K4610021000071,511,1914.61,,,
Q6511039000102,510,1914.19,,,
H3510034000001,101,1913.11,,,
M5620230000015,510,1912.6,,,
P6421022000029,520,1912.5,,,
A0300119000047,510,1911.95,,,
D2020199000020,510,1909.74,,,
P6441030000011,430,1909.38,,,
P6462004000195,510,1906.51,,,
A0700086000016,510,1906.29,,,
Q6541005000115,510,1906.01,,,
Q6542103000009,510,1906,,,
P6421019000050,510,1905.8,,,
F2610032000004,111,1902.85,,,
Q6542105000078,500,1900.85,,,
Q6542119000044,510,1900.41,,,
Q6532038000136,419,1900.1,,,
M5620101000043,510,1898.69,,,
P6461050000028,510,1898.38,,,
M5620058000056,510,1897.08,,,
A0700241000047,510,1895.84,,,
H4000007000018,510,1893.04,,,
P6441054000014,510,1891.62,,,
P6461038000041,510,1891.57,,,
M5620186000032,510,1891.47,,,
Q6542045000072,520,1890.7,,,
A0700008000084,510,1890.17,,,
Q6542114000116,510,1889.31,,,
P6421011000050,510,1887.17,,,
F2900064000034,510,1886.9,,,
P6451036000009,429,1886.09,,,
M5620148000051,510,1885.71,,,
Q6521034000077,510,1885.07,,,
L5300006000049,430,1884.38,,,
Q6521012000071,510,1882.86,,,
Q6521012000061,510,1882.66,,,
P6421011000099,465,1882.36,,,
A0700080000022,510,1880.47,,,
P6431042000017,510,1879.38,,,
A0700203000275,550,1878.27,,,
Q6521022000014,510,1878.01,,,
D2040061000009,510,1877.8,,,
Q6541001000051,510,1877.53,,,
P6421010000100,429,1876.79,,,
A0700053000065,510,1875.41,,,
P6411003000054,429,1875.13,,,
Q6542031000107,510,1874.03,,,
A0700052000020,510,1873.41,,,
Q6541025000056,510,1870.98,,,
Q6521009000097,510,1870.86,,,
L5300006000075,510,1869.76,,,
P6462018000127,401,1869.7,,,
K4620067000016,510,1868.72,,,
Q6531047000040,510,1868.65,,,
Q6511044000019,510,1867.99,,,
C1710018000028,511,1867.59,,,
F2610036000016,501,1867.5,,,
Q6541022000056,510,1867.22,,,
Q6541003000009,456,1863.67,,,
P6441008000016,510,1863.2,,,
Q6521007000052,500,1862.54,,,
Q6542039000204,510,1861.14,,,
A0300025000018,510,1861.07,,,
P6411001000031,685,1859.92,,,
Q6511043000047,500,1858.85,,,
A0700115000041,510,1857.79,,,
P6431018000032,510,1857.67,,,
P6461022000019,510,1857.16,,,
A0700026000009,510,1856.77,,,
M5610025000041,511,1856.03,,,
M5620091000054,510,1854.37,,,
A0300037000193,510,1853.45,,,
Q6541002000090,500,1852.45,,,
P6411050000013,510,1851.28,,,
P6461028000005,510,1850.46,,,
P6431025000044,510,1849.89,,,
Q6511021000005,510,1849.63,,,
Q6511034000142,510,1847.09,,,
P6412040000048,510,1846.48,,,
R8000065000118,510,1845.13,,,
Q6521037000064,510,1844.29,,,
D2020037000008,510,1843.78,,,
Q6541001000058,510,1840.79,,,
P6441050000002,420,1838.91,,,
P6441024000071,510,1838.35,,,
P6461048000117,510,1837.76,,,
P6431050000009,500,1837.63,,,
Q6511009000012,429,1837.03,,,
E2230121000027,510,1836.41,,,
A0300007000033,300,1831.65,,,
P6412018000012,510,1830.29,,,
P6462016000015,510,1829.89,,,
Q6531060000084,510,1829.26,,,
A0700217000083,550,1828.62,,,
P6431015000046,510,1827.15,,,
Q6541021000019,510,1825.77,,,
A0300095000070,510,1825.6,,,
P6421013000036,510,1816.99,,,
A0300041000100,510,1816.56,,,
Q6542039000004,510,1816.29,,,
Q6541008000006,510,1815.6,,,
A0700191000025,550,1814.46,,,
M5620215000029,510,1814.04,,,
H4100113000007,510,1813.75,,,
P6441043000018,510,1810.61,,,
P6461047000019,510,1809.89,,,
P6441041000015,499,1809.36,,,
Q6541008000062,510,1807.34,,,
M5620080000023,510,1806.01,,,
Q6532027000073,510,1804.71,,,
P6412153000005,510,1804.41,,,
P6412166000077,510,1803.55,,,
E2210040000021,511,1803.29,,,
Q6542031000311,510,1802.81,,,
A0300063000035,510,1800.65,,,
L4910016000008,512,1797.94,,,
P6462003000144,510,1797.92,,,
L5220069000003,510,1793.83,,,
D2020084000026,510,1793.81,,,
Q6532036000119,480,1792.65,,,
P6441037000004,430,1791.99,,,
A0700040000019,510,1791.38,,,
A0300042000058,510,1791.28,,,
P6411120000019,510,1789.95,,,
M5620156000037,510,1788.44,,,
H3620050000013,510,1787.11,,,
D2020047000022,510,1786.04,,,
P6412152000036,510,1784.16,,,
Q6542031000246,510,1783.37,,,
Q6542037000090,510,1781.49,,,
Q6541003000163,520,1780.94,,,
C1800005000027,510,1780.16,,,
D2020146000021,510,1780.13,,,
H4100128000041,550,1780.09,,,
Q6511038000136,510,1778.51,,,
Q6541002000078,510,1778.1,,,
M5620077000006,510,1777.51,,,
R8000065000113,510,1776.95,,,
M5620088000048,510,1774.4,,,
Q6542116000026,510,1771.2,,,
D2020083000001,510,1770.36,,,
Q6542031000244,429,1769.35,,,
Q6542031000337,510,1768.94,,,
Q6509737,560,1768.39,,,
C1800008340025,510,1767.93,,,
P6461070000033,510,1767.05,,,
G3210035200004,511,1766.25,,,
A0300102000034,510,1765.74,,,
P6411049000029,510,1764.95,,,
C1730076000023,510,1763.39,,,
P6431026000058,520,1761.56,,,
D2020120000003,510,1758.74,,,
J4310011000085,100,1758.41,,,
Q6542033000106,510,1757.82,,,
B1010019000049,511,1755.72,,,
M5620115000019,510,1755.44,,,
Q6531050000025,510,1753.19,,,
E2220143000012,510,1751.93,,,
P6451014000089,510,1749.77,,,
P6462008000180,510,1747.91,,,
Q6541006000027,442,1747.58,,,
P6412133000011,510,1743.57,,,
P6441030000005,500,1743.1,,,
P6441040000052,510,1742.25,,,
A0700165000009,510,1740.79,,,
P6441043000019,510,1740.42,,,
A0700079000055,510,1739.12,,,
Q6511031000019,510,1738.22,,,
Q6541021000030,510,1737.14,,,
P6462015000002,510,1736.9,,,
P6412013000098,510,1736.78,,,
L5010028000014,511,1736.25,,,
P6462006000024,510,1733.55,,,
A0300082000050,510,1732.42,,,
A0700169000027,510,1732.33,,,
M5620374000029,500,1728.72,,,
A0300073000068,510,1728.4,,,
Q6532033000035,510,1728.32,,,
A0700097000043,510,1727.84,,,
A0300069000022,510,1727.22,,,
A0700041000059,510,1726.01,,,
M5610027000044,447,1725.93,,,
P6431018000024,510,1725.81,,,
A0700152000020,510,1725.09,,,
A0700079000085,510,1724.05,,,
Q6521007000051,429,1723.62,,,
M5620161000003,510,1722.55,,,
Q6532027000011,500,1721.48,,,
N6300069000096,510,1721.18,,,
Q6531069000051,510,1720.4,,,
Q6511032000017,510,1719.11,,,
A0300080000050,510,1719.04,,,
Q6542097000015,510,1718.87,,,
Q6542098000091,510,1717.62,,,
P6421024000021,510,1715.28,,,
D2020119000048,510,1715.01,,,
A0700120000013,510,1714.59,,,
A0700155000009,510,1714.36,,,
Q6511040000056,510,1713.5,,,
Q6532024000027,510,1712.75,,,
P6462009000050,510,1711.96,,,
Q6532032000034,510,1710.83,,,
A0700039000088,520,1710.1,,,
K4610008000014,511,1706.86,,,
M5620251000169,550,1706.05,,,
Q6542064000115,401,1705.66,,,
Q6542064000116,401,1705.66,,,
Q6542064000117,401,1705.66,,,
Q6542064000118,401,1705.66,,,
Q6542064000119,401,1705.66,,,
A0700045000008,510,1705.51,,,
Q6542032000116,510,1705.11,,,
Q6542031000267,510,1704.89,,,
P6462008000131,510,1704.81,,,
Q6511034000147,510,1702.45,,,
P6412157000027,510,1701.43,,,
Q6511020000017,510,1697.38,,,
A0700141000129,550,1697.22,,,
Q6531062000093,510,1696.94,,,
P6461039000024,510,1696.46,,,
R8000041000008,510,1695.47,,,
E2220049000025,510,1694.64,,,
P6421014000077,510,1693.5,,,
M5620075000058,450,1693.46,,,
Q6542084000012,330,1692.14,,,
Q6521028000050,500,1691.99,,,
Q6542045000032,520,1691,,,
