Parcel ID,LUC ,Prior Year Due,Column 1,Column 2,Column 3
Q6532009000028,510,4209.92,,,
P6451018000012,510,4209.55,,,
Q6542104000066,510,4206.14,,,
P6451021000084,510,4200.7,,,
Q6511076000017,510,4196.18,,,
L5300005000109,520,4194.82,,,
A0300095000045,510,4193.44,,,
Q6532026000042,510,4193.03,,,
D2020252000018,510,4192.49,,,
Q6521037000158,510,4189.06,,,
M5620167000228,550,4185.04,,,
P6412107000052,510,4179.28,,,
Q6542046000132,510,4178.09,,,
Q6521018000045,520,4174.52,,,
A0700034000039,510,4173.18,,,
C1800016120008,510,4170.8,,,
K4610013000048,499,4168.26,,,
Q6532020000076,510,4163.63,,,
P6431029000042,510,4161.2,,,
M5620070000042,510,4160.94,,,
P6411113000059,510,4157.3,,,
N6110009000080,511,4155.86,,,
Q6511023000117,435,4155.4,,,
A0300037000007,510,4152.14,,,
Q6532024000021,510,4151.66,,,
Q6511034000074,510,4148.2,,,
M5620250000036,510,4147.91,,,
M5620348000035,510,4147.01,,,
Q6542031000252,510,4139.21,,,
M5620429000019,510,4134.2,,,
B1010022000089,511,4133.66,,,
P6411025000058,510,4128.28,,,
D2010004000050,442,4128.14,,,
D2010006000003,511,4123.78,,,
L4910014000002,511,4121.83,,,
A0700106000002,510,4117.7,,,
G3210015220005,510,4117.58,,,
Q6511053000085,510,4116.92,,,
E2210031000045,511,4116.19,,,
Q6521009000047,420,4113.56,,,
Q6542037000083,510,4103.41,,,
M5620347000021,510,4099.99,,,
Q6511034000073,510,4099.9,,,
M5620239000012,510,4095.92,,,
Q6542109000005,510,4092.62,,,
Q6521037000039,500,4092.23,,,
G3220016433018,510,4088.51,,,
G3300034000031,101,4086.5,,,
D2020093000025,510,4086.35,,,
Q6541016000028,429,4085.97,,,
M5620313000032,550,4085.01,,,
M5620301000011,510,4079.33,,,
Q6521012000054,510,4078.79,,,
Q6542065000055,400,4073.53,,,
G3210021000006,111,4066.6,,,
A0700189000063,510,4065.72,,,
P6462008000006,510,4063.43,,,
K4610014000051,499,4057.31,,,
M5620098000058,510,4051.66,,,
Q6542076000016,510,4049.6,,,
D2020317000008,510,4046.25,,,
A0700185000025,450,4045.36,,,
P6451046000032,510,4044.03,,,
P6431007000020,430,4043.15,,,
J4310032000021,511,4040.03,,,
R8200070000104,510,4038.31,,,
D2020263000066,510,4031.56,,,
P6461035000060,510,4030.05,,,
E2210025000060,501,4029.23,,,
M5620440000029,450,4026.19,,,
Q6542033000135,510,4025.04,,,
Q6521007000049,510,4020.07,,,
K4610013000045,499,4019.23,,,
D2020255000059,510,4013.68,,,
F2610023000020,511,4009.62,,,
C1720084000031,510,4002.45,,,
P6411104000014,510,4000,,,
P6411105000041,510,3999.03,,,
Q6511037000139,510,3996.86,,,
P6441024000091,510,3994.33,,,
C1800008140079,510,3988.63,,,
Q6531076000020,510,3987.49,,,
Q6511075000018,510,3982.67,,,
E2210013000006,511,3980.05,,,
R8000006000054,510,3979.15,,,
H4100008000177,430,3977.95,,,
H3610037000044,511,3977.29,,,
M5610009000037,400,3974.91,,,
B1320108000047,510,3972.5,,,
Q6511005000047,456,3971.92,,,
M5610020000095,411,3971.7,,,
M5620425000002,510,3971.32,,,
Q6541021000094,510,3971.01,,,
D2020252000051,510,3962.37,,,
P6421003000100,456,3961.45,,,
P6411018000091,510,3958.49,,,
P6451036000020,510,3958.17,,,
H4100008000261,510,3953.88,,,
Q6542116000096,430,3951.69,,,
D2020096000029,510,3947.75,,,
P6411051000066,510,3943.86,,,
Q6511035000002,439,3934.51,,,
Q6542053000032,510,3932.16,,,
Q6532018000004,400,3930.71,,,
Q6532011000041,510,3928.13,,,
E2230121000002,510,3927.62,,,
A0300074000014,510,3924.25,,,
P6412107000017,510,3920.32,,,
D2010024000040,511,3919.64,,,
P6431025000081,510,3916.42,,,
R8000044000046,520,3913.98,,,
P6462015000090,520,3913.59,,,
Q6511051000031,510,3913.46,,,
Q6542034000029,510,3912.61,,,
G3210019300006,511,3912.37,,,
L5020062000135,510,3898.48,,,
A0700043000041,510,3889.34,,,
Q6521031000039,510,3887.87,,,
P6411005000103,510,3885.32,,,
E2230121000081,510,3883.62,,,
P6462015000031,401,3877.87,,,
A0700053000018,510,3874.78,,,
P6411017000026,510,3871.77,,,
P6441037000052,520,3870.89,,,
P6412213000106,510,3864.32,,,
M5620250000045,510,3863.01,,,
P6441036000032,520,3862.77,,,
D2020324000056,510,3858.27,,,
H3620048000048,510,3858.14,,,
D2020091000008,510,3853.09,,,
M5620089000047,510,3847.66,,,
C1800012330008,510,3842.44,,,
D2020278000060,510,3837.34,,,
A0700079000087,510,3836.47,,,
A0700082000092,510,3835.86,,,
K4630058000071,454,3834.02,,,
C1940035000009,511,3831.73,,,
P6461048000138,510,3828.25,,,
P6421014000012,500,3825.21,,,
K4620062000038,510,3824.82,,,
M5820044000025,350,3824.79,,,
C1800012410029,510,3824.11,,,
Q6532019000041,500,3822.37,,,
P6462016000176,520,3817.92,,,
Q6531046000097,510,3816.07,,,
Q6542030000111,510,3808.8,,,
Q6521033000078,510,3805.8,,,
Q6542107000033,510,3797.33,,,
K4610005000072,511,3794.84,,,
Q6511023000046,510,3792.83,,,
D7000010220052,510,3792.77,,,
Q6532036000004,510,3787.19,,,
A0300008000057,510,3786.79,,,
A0700137000062,510,3786.27,,,
P6411029000037,510,3784.95,,,
R8000006000101,510,3781.97,,,
P6451023000024,510,3778.3,,,
P6462015000088,520,3777.18,,,
P6462015000089,520,3777.18,,,
M5620423000005,510,3776.59,,,
H3510019000002,111,3776.02,,,
M5620054000014,510,3774.06,,,
P6462002000007,465,3771.41,,,
Q6542075000011,510,3771.14,,,
M5620353000115,550,3770.55,,,
P6431025000004,510,3770.45,,,
M5620443000067,510,3764.4,,,
A0700137000094,510,3761.21,,,
P6441007000012,520,3760.75,,,
K4620063000079,510,3760.66,,,
Q6532037000079,510,3756.53,,,
A0700137000022,510,3753.91,,,
Q6542039000254,510,3753.56,,,
P6441007000072,510,3752.82,,,
M5620449000005,430,3752.35,,,
P6431039000031,510,3751.39,,,
D2020227000077,510,3744.82,,,
N6120039000024,510,3743.87,,,
E2320047000004,510,3741.61,,,
C1800008440009,510,3730.19,,,
P6411114000003,510,3728.3,,,
Q6521027000048,500,3727.57,,,
A0300045000084,510,3727.15,,,
A0700095000115,510,3726.73,,,
A0700173000086,450,3716.77,,,
R8000002000077,510,3711.31,,,
A0700141000040,550,3706.92,,,
P6411101000024,520,3705.15,,,
P6412036000062,510,3704.95,,,
E2230124000015,500,3702.66,,,
P6462010000083,510,3695.51,,,
Q6511001000027,350,3689.54,,,
Q6542108000015,455,3689.33,,,
A0300091000003,510,3687.55,,,
K4630065000088,480,3684.65,,,
K4610013000006,499,3682.83,,,
P6412129000011,510,3681.7,,,
M5620196000027,550,3675.57,,,
M5620232000089,510,3674.72,,,
K4630058000061,420,3671.93,,,
Q6532032000051,510,3671.52,,,
P6412205000137,510,3670.69,,,
B1220133000009,510,3666.05,,,
M5620089000066,510,3657.16,,,
L5300004000188,510,3654.81,,,
Q6542071000020,510,3654.53,,,
A0700191000103,550,3651.99,,,
P6412146000007,510,3651.63,,,
K4620063000069,520,3645.61,,,
M5620096000043,510,3645.41,,,
P6412051000012,510,3642.05,,,
M5610003000120,454,3638.07,,,
E2210029000023,455,3635.53,,,
M5620277000011,510,3629.49,,,
A0700146000071,510,3626.7,,,
P6412157000077,510,3623.49,,,
H3610010000026,511,3620.3,,,
Q6532024000009,510,3618.47,,,
M5620482000038,510,3616.43,,,
Q6542046000020,520,3613,,,
A0300042000175,510,3608.77,,,
P6461057000017,510,3606.89,,,
P6462009000295,510,3606.87,,,
P6431036000007,510,3605.83,,,
P6411022000035,510,3599.72,,,
M5620456000091,510,3595.47,,,
P6431016000035,510,3594.1,,,
Q6542104000008,510,3591.28,,,
P6441042000001,429,3587.28,,,
G3210031000015,512,3586.97,,,
M5610016000114,453,3585.63,,,
D2020332000042,510,3568.52,,,
P6431015000016,510,3568.34,,,
M5620070000015,510,3566.56,,,
M5620349000052,510,3565.17,,,
Q6532003000048,429,3564.4,,,
Q6542033000114,510,3563.23,,,
A0700172000036,510,3560.99,,,
M5620303000077,510,3560.35,,,
Q6542049000086,400,3560.24,,,
M7500337000031,510,3557.19,,,
N6300069000081,520,3555.3,,,
Q6541002000139,500,3553.74,,,
A0700120000003,510,3553.18,,,
M5620346000007,510,3550.73,,,
E2320047000009,511,3550.19,,,
P6421011000013,510,3546.92,,,
Q6511045000007,500,3545.32,,,
A0700185000035,450,3544.88,,,
N6120044000006,510,3544,,,
A0700016000082,447,3543.99,,,
B1010027000072,511,3543.18,,,
Q6542043000038,510,3536.71,,,
Q6541001000029,510,3534.72,,,
Q6511005000018,429,3534.14,,,
M5620114000008,510,3531.12,,,
M5620089000011,510,3529.89,,,
C1720084000043,510,3527.31,,,
Q6531077000031,510,3526.05,,,
N6110011000031,511,3523.03,,,
R8000009000010,510,3522.73,,,
M5610016000030,511,3515.43,,,
Q6542072000032,510,3511.17,,,
M5620387000020,510,3507.82,,,
C1800008140124,510,3506.47,,,
P6412119000041,510,3505.82,,,
Q6531079000064,510,3502.91,,,
M5610999001001,880,3500.96,,,
P6411136000055,550,3493.46,,,
M5620434000026,510,3490.72,,,
P6461053000066,510,3490.03,,,
D2020134000062,510,3487.54,,,
Q6542031000326,510,3484.8,,,
K4620110000010,510,3481.89,,,
D2020312000026,510,3479.47,,,
D2020139000037,510,3475.92,,,
Q6542097000065,510,3472.58,,,
A0700016000078,447,3471.44,,,
B1220090000072,511,3471.39,,,
Q6541014000077,510,3467.66,,,
Q6541022000133,510,3466.32,,,
Q6521005000072,510,3465.88,,,
M5620353000016,510,3465.13,,,
Q6511033000071,510,3464.57,,,
M5620150000057,510,3452.04,,,
M5620151000093,510,3450.92,,,
Q6532024000070,500,3450.46,,,
D2020080000039,510,3448.46,,,
G3210012200007,511,3447.19,,,
N6110011000012,112,3442.16,,,
P6411031000007,510,3439.81,,,
Q6542031000197,510,3438.78,,,
P6411036000008,510,3437.48,,,
Q6542098000012,510,3434.31,,,
P6431017000020,430,3433.97,,,
Q6521006000175,499,3433.25,,,
P6461031000003,510,3432.47,,,
Q6511043000142,510,3431.92,,,
A0700052000011,510,3431.08,,,
Q6511031000123,510,3430.64,,,
Q6511033000025,510,3430.09,,,
P6431046000001,429,3426.72,,,
Q6521010000018,520,3422.9,,,
H3610038000021,511,3419.49,,,
A0700158000033,510,3418.64,,,
L5210024000030,429,3417.19,,,
Q6511037000046,510,3412.49,,,
D2010010000050,110,3412.17,,,
H4100111000016,510,3408.5,,,
P6451013000043,510,3407.63,,,
Q6511019000044,510,3398.13,,,
P6412141000089,430,3397.86,,,
P6411034000037,510,3395.67,,,
Q6541002000138,500,3392.04,,,
Q6521037000081,510,3390.99,,,
M5620447000031,510,3390.87,,,
Q6532036000005,510,3388.61,,,
A0700100000037,401,3383.77,,,
Q6542099000002,455,3383.38,,,
P6441024000049,510,3383.18,,,
Q6532014000018,401,3382.42,,,
F2610003000063,511,3380.38,,,
P6431026000054,520,3378.43,,,
A0300041000080,510,3376.1,,,
Q6542083000017,550,3374.18,,,
P6461026000018,500,3373.73,,,
P6431017000007,510,3373.33,,,
A0700032000030,430,3372.27,,,
P6431008000057,510,3372.12,,,
M5620294000012,510,3371.58,,,
M5610023000055,300,3367.36,,,
L5210008000014,465,3366.71,,,
L5220066000013,510,3365.85,,,
L5210024000041,480,3365.37,,,
R8000006000008,510,3364.89,,,
A0700058000003,510,3362.56,,,
P6411023000049,520,3362.46,,,
P6421007000019,520,3359.63,,,
M5620134000036,510,3358.67,,,
Q6541022000044,510,3356.8,,,
D7000010220012,510,3356.61,,,
D2020035000036,510,3351.7,,,
H4100124000100,550,3350.93,,,
A0700014000156,350,3350.84,,,
Q6542032000057,510,3350.37,,,
P6421003000060,456,3350.24,,,
A0700161000095,510,3346.81,,,
P6462005000140,510,3346.45,,,
Q6541002000113,510,3342.94,,,
N6110011000032,112,3342.81,,,
Q6531046000091,510,3342.33,,,
N6110002000013,511,3341.41,,,
Q6532034000019,510,3340.66,,,
P6412119000036,510,3339.72,,,
P6421020000061,500,3337.28,,,
C1800016230045,510,3337.24,,,
F2610023000022,430,3335.96,,,
M5620387000002,510,3335.01,,,
Q6542072000040,510,3333.8,,,
C1720079000076,510,3330.02,,,
C1730076000053,401,3328.34,,,
Q6542064000065,510,3323.46,,,
E2220095000013,510,3316.4,,,
E2210030000003,511,3315.32,,,
A0300041000083,510,3313.45,,,
A0700032000004,454,3304.97,,,
P6451014000065,510,3304.58,,,
C1720077000001,422,3300,,,
P6461047000086,430,3300,,,
H3610034000010,111,3299.99,,,
M5620447000050,510,3299.59,,,
Q6541016000027,429,3293.96,,,
A0700089000004,510,3291.3,,,
H3610014000010,511,3288.98,,,
Q6532026000092,510,3288.13,,,
P6412109000005,510,3285.69,,,
P6412168000050,510,3283.63,,,
L5300003000008,510,3280.97,,,
Q6542049000005,520,3280.68,,,
P6462014000076,510,3274.9,,,
Q6542032000015,510,3271.87,,,
L5300003000037,510,3271.73,,,
D2020291000080,510,3254.07,,,
M5610012000116,511,3253.99,,,
H4100111000042,510,3250.65,,,
A0300094000059,510,3249.47,,,
Q6542114000118,510,3248.53,,,
C1800001000030,350,3247.06,,,
Q6541006000200,510,3245.56,,,
Q6541025000025,510,3243.01,,,
P6411036000017,510,3243,,,
N6110011000037,511,3237.49,,,
D2020249000062,510,3237.36,,,
M5620068000057,510,3233.17,,,
D2020134000038,510,3231.21,,,
L5300005000111,510,3230.73,,,
A0700043000021,510,3230.14,,,
Q6521031000038,510,3226.68,,,
M5620294000056,510,3225.19,,,
Q6542031000269,510,3222.5,,,
Q6542037000033,510,3221.9,,,
E2220041000022,510,3221.05,,,
P6412168000020,510,3218.88,,,
E2210031000041,101,3218.45,,,
P6412021000050,510,3218.36,,,
M5620277000012,510,3217.32,,,
P6461038000015,510,3208.86,,,
P6441019000139,429,3208.55,,,
F2610010000021,599,3205.88,,,
C1800001000004,502,3205.55,,,
P6421013000073,510,3201.12,,,
Q6542030000114,520,3200.97,,,
D2020216000018,510,3199.74,,,
Q6541017000072,510,3195.07,,,
A0300024000030,510,3194.74,,,
C1800003000026,501,3194.18,,,
P6441029000001,350,3190.71,,,
P6412112000003,510,3190.55,,,
F2620057000017,510,3190.18,,,
P6461031000015,510,3188.4,,,
P6462011000107,510,3187.59,,,
C1800008340008,510,3185.81,,,
L5020062000091,510,3183.37,,,
Q6521027000054,510,3180.36,,,
D2020157000063,510,3179.84,,,
B1020064000006,510,3179.4,,,
P6431052000014,510,3179.12,,,
Q6532027000046,520,3178.14,,,
Q6542073000045,510,3177.59,,,
Q6541021000078,510,3177.15,,,
P6412111000025,510,3176.97,,,
Q6542063000051,510,3176.71,,,
M5620287000060,510,3173.6,,,
Q6541006000302,510,3172.42,,,
M5620172000026,450,3168.29,,,
Q6521021000002,520,3167.17,,,
M5620117000044,510,3165.82,,,
Q6541010000079,510,3162.7,,,
C1800006000037,340,3161.75,,,
D2020302000128,550,3160.04,,,
D2020062000003,510,3157.48,,,
C1800019330029,510,3157,,,
Q6532038000046,510,3156.44,,,
H4100014000035,510,3153.96,,,
H4100130000009,510,3153.59,,,
P6412010000061,510,3153.36,,,
M5620172000034,450,3153.27,,,
M5620319000055,510,3150.75,,,
D2020057000013,400,3150.55,,,
H4000006000025,520,3148.86,,,
M5610020000047,442,3148.56,,,
P6451033000012,520,3148.14,,,
C1800008440083,510,3147.82,,,
R8000008000040,500,3146.09,,,
P6421011000074,455,3145.66,,,
H4100014000030,510,3142.12,,,
M5620360000021,510,3138.61,,,
P6411027000096,510,3138.58,,,
A0700068000045,510,3138.34,,,
M5620093000064,510,3135.86,,,
Q6541001000067,510,3135.43,,,
M5620193000030,510,3134.63,,,
Q6531058000106,450,3133.02,,,
Q6541001000062,510,3132.73,,,
D2020225000018,510,3127.62,,,
Q6511021000004,510,3125.83,,,
E2230121000074,510,3123.05,,,
Q6541020000021,510,3122.96,,,
Q6532007000014,429,3116.8,,,
P6451021000026,510,3116.44,,,
P6461028000041,510,3113.86,,,
Q6542105000024,510,3113.26,,,
P6451022000030,510,3105.9,,,
P6441008000011,510,3103.56,,,
M5620243000023,510,3103.08,,,
Q6521033000082,510,3101.2,,,
L5300005000097,510,3096.56,,,
H4100125000038,510,3096.25,,,
K4620043000001,510,3095.99,,,
A0300039000042,510,3095.96,,,
Q6531064000041,510,3094.88,,,
P6411025000039,510,3094.12,,,
H4000004000058,510,3093.14,,,
Q6541028000090,510,3092.65,,,
P6421010000083,510,3091.14,,,
M5610032000030,400,3084.71,,,
Q6521024000010,510,3082.84,,,
Q6511021000056,430,3082.21,,,
P6421014000013,500,3082.18,,,
A0700113000011,510,3080.3,,,
E2210038000024,511,3079.17,,,
P6600134000033,426,3078.14,,,
B1320114000011,510,3077.94,,,
D2020249000044,510,3077.89,,,
Q6541010000034,510,3077.62,,,
L5300006000158,510,3075.9,,,
P6451020000065,510,3075.12,,,
A0300146000022,510,3073.77,,,
D2020216000005,510,3070.71,,,
Q6511032000109,510,3068.93,,,
P6441007000071,510,3067.61,,,
Q6541005000036,510,3065.93,,,
P6451041000034,510,3061.27,,,
R8500066000011,510,3061.12,,,
A0700147000069,510,3060.43,,,
Q6542051000088,510,3055.33,,,
Q6511034000002,510,3053.26,,,
P6412026000074,510,3047.68,,,
D2020270000028,510,3045.91,,,
C1800012000005,510,3041.02,,,
P6431037000047,510,3038.73,,,
P6412161000069,510,3035.08,,,
J4310012000015,511,3032.94,,,
Q6511040000067,510,3032.13,,,
Q6542030000107,520,3021.68,,,
A0300015000016,500,3020.79,,,
D2020216000015,510,3019.75,,,
R8000019000057,510,3019.52,,,
P6462016000093,510,3017.06,,,
F2610061000002,510,3014.46,,,
A0700039000018,510,3013.44,,,
R8000022000024,510,3008.27,,,
D2020135000010,510,3004.68,,,
P6411016000016,510,3001.09,,,
Q6531066000062,510,3000,,,
P6462016000010,510,2996.22,,,
M5620293000019,510,2991.73,,,
E2210013000008,501,2991.51,,,
C1730076000112,510,2990.49,,,
P6431023000070,500,2988.06,,,
K4620064000400,510,2987.28,,,
A0700038000069,510,2985.51,,,
R8000003000024,510,2985.36,,,
B1220132000021,510,2981.5,,,
G3210012100008,511,2979.42,,,
C1720084000038,510,2973.19,,,
Q6531047000122,510,2972.3,,,
K4610007000043,511,2971.06,,,
P6421005000007,401,2969.8,,,
M5620333000065,510,2967.95,,,
P6462012000102,510,2967.32,,,
Q6531046000157,510,2966.23,,,
M5620412000005,510,2964.76,,,
Q6532031000001,840,2964.3,,,
Q6532032000110,510,2961.51,,,
P6451018000028,510,2961.13,,,
P6441012000063,440,2959.09,,,
K4620064000245,510,2956.84,,,
A0700083000023,510,2955.5,,,
Q6531043000139,510,2953.75,,,
P6421019000060,510,2953.7,,,
P6462009000289,510,2952.5,,,
Q6542069000043,510,2950.58,,,
Q6521026000003,500,2947.59,,,
Q6532039000001,510,2947.17,,,
Q6532029000060,447,2946.59,,,
P6411048000016,510,2944.19,,,
Q6521037000072,510,2943.78,,,
P6421014000046,510,2942.28,,,
G3210015000008,511,2942.02,,,
N6300069000042,510,2940.62,,,
M7500337000017,510,2940.16,,,
D2010004000066,101,2939.68,,,
R8000042000024,510,2938.78,,,
N6300069000014,520,2938.53,,,
P6462019000013,510,2938.4,,,
D2020166000087,510,2937.34,,,
B1400129000002,510,2936.31,,,
Q6532024000105,510,2936.3,,,
H4100007000017,510,2935.32,,,
M5620209000031,510,2935.01,,,
D2020118000002,510,2933.85,,,
Q6521036000020,510,2933.71,,,
Q6542046000147,510,2932.73,,,
B1010011000052,511,2931.14,,,
L5300007000105,510,2930.42,,,
Q6511033000015,510,2929.34,,,
D2020038000030,435,2928.58,,,
Q6542079000009,481,2928.21,,,
Q6521007000135,510,2926.85,,,
Q6542118000017,510,2921.37,,,
A0700004000128,480,2915.66,,,
Q6541002000061,510,2914.97,,,
M7500053000042,510,2911.61,,,
M5620231000082,510,2910.86,,,
F2800035000011,511,2908.87,,,
Q6541020000062,510,2908.45,,,
H4100105000092,510,2908.02,,,
A0700038000025,510,2907.6,,,
P6411018000060,510,2906.25,,,
P6421023000004,510,2905.97,,,
C1800005000096,447,2905.44,,,
Q6542105000091,510,2905.34,,,
P6451038000081,510,2904.8,,,
Q6521012000004,510,2904.54,,,
G3210024220002,501,2903.63,,,
P6441036000043,499,2902.56,,,
C1800019310018,510,2899.28,,,
L4920052000050,510,2899.17,,,
P6412166000012,510,2897.73,,,
M5620414000234,550,2897.48,,,
Q6541005000038,510,2897.48,,,
P6411050000145,510,2897.15,,,
M5620216000006,510,2896.06,,,
Q6542066000181,510,2895.82,,,
Q6532009000034,510,2895.65,,,
K4620063000142,510,2894.54,,,
L4910016000007,511,2894.16,,,
Q6541001000013,510,2893.13,,,
A0300042000179,510,2886.24,,,
C1800005220042,510,2885.46,,,
Q6542037000111,510,2883.41,,,
M5610007000039,501,2878.65,,,
Q6541002000106,510,2876.27,,,
D2020245000013,510,2875.39,,,
Q6532037000052,510,2874.95,,,
Q6542044000168,510,2874.64,,,
P6462005000169,510,2874.03,,,
P6412151000021,510,2873.04,,,
Q6542098000147,510,2872.42,,,
D2020284000015,510,2869.06,,,
P6451036000024,510,2867.22,,,
P6431023000068,500,2866.79,,,
D2020337000001,510,2866.24,,,
B1320113000048,510,2862.41,,,
Q6531057000024,510,2861.41,,,
A0700215000205,510,2860.32,,,
L5300002000056,510,2859,,,
Q6532006000014,440,2858.7,,,
Q6531055000192,500,2857.88,,,
L5300002000132,510,2857.32,,,
Q6541016000013,510,2856.78,,,
P6451013000041,510,2853.56,,,
C1800008440056,510,2848.49,,,
A0700116000045,510,2847.31,,,
G3210009000002,111,2844.16,,,
Q6542045000103,403,2844.15,,,
J4310013000027,111,2843.85,,,
B1020054000006,510,2842.3,,,
P6451018000075,420,2837.1,,,
M5630113000018,510,2833.75,,,
Q6521001000044,500,2833.38,,,
Q6542116000033,510,2833,,,
Q6541029000006,510,2832.83,,,
Q6531081000011,510,2832.49,,,
A0700137000106,500,2827.68,,,
P6411030000100,510,2827.04,,,
R8000001000013,510,2824.37,,,
D2020111000030,510,2820.83,,,
Q6521037000028,500,2820.61,,,
P6411059000005,510,2817.86,,,
Q6511055000044,510,2817.79,,,
Q6532032000056,520,2810.93,,,
P6412032000060,510,2810.32,,,
N6300069000051,510,2809.47,,,
D2010020000001,511,2809.14,,,
E2220061000019,510,2806.11,,,
R8000043000053,510,2805.68,,,
P6451037000063,510,2804.28,,,
M5620320000012,510,2804.27,,,
M5610002000021,511,2802.68,,,
A0300071000013,510,2802.64,,,
P6451003000070,510,2802.56,,,
A0700185000006,450,2802.54,,,
A0700048000147,510,2796.81,,,
A0300017000038,510,2795.78,,,
P6411054000069,510,2795.78,,,
A0700048000146,510,2794.68,,,
H3610036000001,511,2794.03,,,
L4910021000025,511,2791.97,,,
M5620270000024,510,2789.66,,,
A0300020000035,511,2789.57,,,
D2020084000059,510,2787.65,,,
C1800005220043,510,2783.56,,,
N6110011000005,111,2781.43,,,
R8000013000001,510,2781.04,,,
K4610018000011,511,2780.77,,,
Q6521033000099,510,2779.01,,,
H3620051000002,510,2772.16,,,
E2220134000022,510,2770.66,,,
A0300042000076,510,2770.31,,,
N6110008000014,512,2770,,,
C1800005130039,510,2767.97,,,
P6451013000002,510,2767.39,,,
A0300088000086,510,2766.32,,,
P6412042000020,510,2766.08,,,
M5620307000018,510,2766.03,,,
P6411033000009,510,2761.95,,,
M5620139000080,510,2761.84,,,
H4100007000006,510,2760.13,,,
M5610028000075,511,2758.82,,,
P6462018000108,510,2756.67,,,
Q6541004000045,510,2756.06,,,
P6412156000008,500,2754.46,,,
Q6532030000003,510,2753.34,,,
G3300027300013,511,2753.17,,,
L4910016000087,511,2751.64,,,
F2900065000008,510,2750.01,,,
P6412205000132,510,2747.18,,,
M5620225000053,510,2744.45,,,
G3210010200011,511,2741,,,
L5220034000008,510,2739.21,,,
A0700039000045,510,2737.81,,,
D2020127000016,510,2737.77,,,
P6451007000013,510,2735.57,,,
M5620272000001,510,2730.1,,,
M5620167000119,550,2729.22,,,
C1800008430085,510,2726.7,,,
P6411026000026,510,2724.3,,,
P6411046000072,429,2723.68,,,
Q6542043000037,510,2721.69,,,
H4100030000002,510,2720.07,,,
Q6531073000008,510,2718.2,,,
Q6511035000019,510,2718.11,,,
Q6511056000039,500,2718,,,
R8000024000034,510,2714.95,,,
L4910011000030,511,2712.49,,,
K4620039000003,510,2709.49,,,
D2020258000107,510,2706.49,,,
L4920051000163,510,2706.37,,,
H4100023000051,510,2705.61,,,
P6412102000075,447,2705.59,,,
Q6542031000225,500,2704.36,,,
M5620384000003,510,2702.44,,,
E2210022000016,501,2698.87,,,
P6451013000071,510,2697.66,,,
M5620320000001,510,2696.14,,,
Q6531079000060,510,2694.76,,,
D2020277000006,510,2694.26,,,
Q6532034000045,510,2692.5,,,
P6451037000042,510,2690.43,,,
A0700048000018,510,2689.27,,,
Q6511045000026,510,2686.24,,,
P6412160000038,510,2685.69,,,
P6412104000049,510,2684.26,,,
R8000028000049,510,2683.74,,,
K4610016000078,111,2683.73,,,
Q6521030000094,510,2681.89,,,
M5620251000114,550,2680.8,,,
E2210025000008,511,2679.45,,,
C1800005420068,510,2676,,,
P6441047000017,500,2673.93,,,
Q6541002000027,455,2668.28,,,
L5300003000038,510,2666.58,,,
Q6511036000062,510,2666.2,,,
H3610032000021,511,2665,,,
N6110006000006,511,2663.44,,,
Q6542097000023,510,2663.13,,,
D2020040000003,510,2662.8,,,
Q6542076000053,510,2661.71,,,
A0700032000031,429,2657.3,,,
D2020337000002,510,2657.26,,,
Q6542098000111,510,2655.84,,,
Q6521037000080,510,2651.97,,,
M5620122000018,510,2649.99,,,
P6411122000015,510,2649.74,,,
Q6521036000056,510,2649.3,,,
Q6521002000053,510,2644.89,,,
D2020280000014,510,2644.63,,,
P6421020000075,500,2643.58,,,
L4910008000027,111,2643.04,,,
P6461004000076,510,2640.79,,,
M5620103000007,510,2640.01,,,
Q6542069000053,510,2638.23,,,
Q6521009000098,510,2636.95,,,
M5620119000024,510,2636.94,,,
Q6542033000142,510,2633.85,,,
Q6521018000037,510,2632.88,,,
F2610025000028,511,2632.47,,,
A0300019000042,480,2631.84,,,
J4310033000022,511,2631.42,,,
A0300042000077,510,2630.35,,,
M5620353000075,550,2629.29,,,
Q6541006000085,510,2628.61,,,
Q6531053000020,510,2628.25,,,
G3210003300019,511,2625.77,,,
P6412021000003,510,2624.53,,,
M5620403000054,510,2623.18,,,
F2610032000016,101,2622.98,,,
P6412119000054,520,2621.69,,,
J4310008000006,111,2621.27,,,
M5620336000012,510,2621.16,,,
P6411066000070,401,2620.97,,,
P6412018000036,510,2619.61,,,
B1020087000007,510,2615.08,,,
A0300013000027,455,2611.69,,,
P6431051000028,510,2610.94,,,
L5220035000011,510,2607.47,,,
M5620098000001,510,2607.21,,,
Q6542090000031,550,2605.32,,,
P6412212000071,510,2600.22,,,
P6421014000080,510,2600.09,,,
H4100017000099,510,2599.19,,,
Q6542102000074,500,2598.49,,,
D2010022000074,100,2597.05,,,
D2020093000006,510,2596.14,,,
R8000009000022,510,2594.4,,,
M5620086000015,510,2588.28,,,
Q6521018000016,510,2587.33,,,
Q6521009000114,510,2585.81,,,
Q6521034000026,510,2583.45,,,
P6441043000016,520,2580.62,,,
Q6541002000028,500,2578.46,,,
Q6541008000207,510,2577.37,,,
A0300099000010,510,2576.95,,,
B1310031000052,511,2574.54,,,
A0300038000007,510,2574.5,,,
A0700006000216,350,2572.34,,,
M5620124000010,510,2572.28,,,
M5620165000045,510,2570.8,,,
